problem_id	user_id	skill_id	correct
6	82	Stanični metabolizam	1
7	82	Stanični metabolizam	1
8	82	Stanični metabolizam	0
9	82	Stanični metabolizam	1
10	82	Stanični metabolizam	0
11	82	Stanični metabolizam	0
6	83	Stanični metabolizam	1
7	83	Stanični metabolizam	1
8	83	Stanični metabolizam	1
9	83	Stanični metabolizam	1
10	83	Stanični metabolizam	0
11	83	Stanični metabolizam	0
12	0	Živčana stanica	1
13	0	Živčana stanica	0
14	0	Živčana stanica	1
15	0	Živčana stanica	1
16	0	Živčana stanica	0
17	0	Živčana stanica	1
12	1	Živčana stanica	1
13	1	Živčana stanica	1
14	1	Živčana stanica	1
15	1	Živčana stanica	1
16	1	Živčana stanica	1
17	1	Živčana stanica	1
12	2	Živčana stanica	0
13	2	Živčana stanica	1
14	2	Živčana stanica	1
15	2	Živčana stanica	1
16	2	Živčana stanica	0
17	2	Živčana stanica	1
12	3	Živčana stanica	0
13	3	Živčana stanica	1
