Epoch	Auc	Accuracy	loss
1	0.5013028695277653	0.7558579903734935	0.5719013060443103
2	0.48831337370412686	0.7592906981082795	0.5517885554581881
3	0.4883985400446297	0.7592906981082795	0.5517521938309073
1	0.4955906276002329	0.7595015634306135	0.5517290025018156
2	0.4984375933732994	0.7595015634306135	0.5517084314487875
3	0.5028362596733424	0.7595015634306135	0.5516846682876348
